GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT3G50570	AT3G50570		Chr3	18766749	18767607	-	protein_coding
AT3G50580	AT3G50580		Chr3	18768631	18769519	-	protein_coding
AT3G50590	AT3G50590		Chr3	18770872	18779502	+	protein_coding
AT3G50610	AT3G50610		Chr3	18779551	18780514	-	protein_coding
AT3G50620	AT3G50620		Chr3	18784660	18786952	-	protein_coding
AT3G08120	AT3G08120		Chr3	18787982	18788293	-	long_noncoding_rna
AT3G08125	AT3G08125		Chr3	18790312	18790538	-	long_noncoding_rna
AT3G08130	AT3G08130		Chr3	18790382	18790720	+	long_noncoding_rna
AT3G50625	AT3G50625		Chr3	18791543	18796042	+	transposable_element_gene
AT3G50630	AT3G50630	KRP2	Chr3	18800306	18801595	+	protein_coding
AT3G50640	AT3G50640		Chr3	18803665	18804731	-	protein_coding
AT3G50650	AT3G50650		Chr3	18806139	18808243	-	protein_coding
AT3G08135	AT3G08135		Chr3	18813656	18813894	+	long_noncoding_rna
AT3G50660	AT3G50660	DWF4	Chr3	18813949	18817405	-	protein_coding
AT3G50665	AT3G50665		Chr3	18826040	18826111	+	pre_trna
AT3G50670	AT3G50670	U1-70K	Chr3	18826160	18829684	-	protein_coding
AT3G08140	AT3G08140		Chr3	18832095	18832324	+	long_noncoding_rna
AT3G50680	AT3G50680		Chr3	18833331	18833805	-	transposable_element_gene
AT3G50685	AT3G50685		Chr3	18834155	18834834	-	protein_coding
AT3G50690	AT3G50690		Chr3	18834927	18837395	-	protein_coding
AT3G50700	AT3G50700	IDD2	Chr3	18840411	18843053	+	protein_coding
AT3G08150	MIR8167c		Chr3	18843649	18843723	-	mirna
AT3G50710	AT3G50710		Chr3	18845123	18846905	-	protein_coding
AT3G50720	AT3G50720		Chr3	18847519	18849430	-	protein_coding
AT3G50730	AT3G50730		Chr3	18851533	18853137	-	protein_coding
AT3G50740	AT3G50740	UGT72E1	Chr3	18855043	18857040	-	protein_coding
AT3G50750	AT3G50750	BEH1	Chr3	18861749	18863397	-	protein_coding
AT3G50755	AT3G50755		Chr3	18864775	18865254	+	transposable_element_gene
AT3G08155	AT3G08155		Chr3	18865873	18866107	+	long_noncoding_rna
AT3G08160	AT3G08160		Chr3	18866820	18867021	+	long_noncoding_rna
AT3G50760	AT3G50760	GATL2	Chr3	18867834	18869399	+	protein_coding
AT3G50770	AT3G50770	CML41	Chr3	18873911	18874836	+	protein_coding
AT3G50780	AT3G50780		Chr3	18875399	18877744	-	protein_coding
AT3G50790	AT3G50790		Chr3	18879893	18882237	-	protein_coding
AT3G50800	AT3G50800		Chr3	18882112	18883033	-	protein_coding
AT3G50808	AT3G50808		Chr3	18887614	18888047	-	protein_coding
AT3G50810	AT3G50810		Chr3	18888821	18890263	-	protein_coding
AT3G50820	AT3G50820	PSBO2	Chr3	18890874	18892508	-	protein_coding
AT3G08165	AT3G08165		Chr3	18893230	18893310	-	small_nucleolar_rna
AT3G50825	AT3G50825		Chr3	18893404	18893484	-	small_nucleolar_rna
AT3G50830	AT3G50830	COR413-PM2	Chr3	18893739	18895587	-	protein_coding
AT3G50840	AT3G50840		Chr3	18896129	18898680	-	protein_coding
AT3G50835	AT3G50835		Chr3	18896871	18896943	+	pre_trna
AT3G50845	AT3G50845		Chr3	18899930	18901209	-	protein_coding
AT3G50850	AT3G50850		Chr3	18901342	18902152	-	protein_coding
AT3G50860	AT3G50860		Chr3	18901997	18904197	+	protein_coding
AT3G50870	AT3G50870	MNP	Chr3	18910947	18912608	+	protein_coding
AT3G50880	AT3G50880		Chr3	18913310	18915094	+	protein_coding
AT3G50890	AT3G50890	HB28	Chr3	18916014	18917386	+	protein_coding
AT3G50895	AT3G50895		Chr3	18917433	18917506	+	pre_trna
AT3G50900	AT3G50900		Chr3	18917782	18918811	+	protein_coding
AT3G50910	AT3G50910		Chr3	18919327	18922301	+	protein_coding
AT3G50920	AT3G50920	LPPepsilon1	Chr3	18922304	18923772	-	protein_coding
AT3G50925	AT3G50925		Chr3	18925658	18926083	-	protein_coding
AT3G50930	AT3G50930	BCS1	Chr3	18929526	18932181	+	protein_coding
AT3G50940	AT3G50940		Chr3	18933751	18935611	+	protein_coding
AT3G50950	AT3G50950	ZAR1	Chr3	18935674	18938799	+	protein_coding
AT3G08170	AT3G08170		Chr3	18935873	18938239	-	antisense_rna
AT3G50960	AT3G50960	PLP3a	Chr3	18938697	18940428	-	protein_coding
AT3G50970	AT3G50970	LTI30	Chr3	18940643	18941611	+	protein_coding
AT3G50980	AT3G50980	XERO1	Chr3	18941925	18942940	+	protein_coding
AT3G50990	AT3G50990		Chr3	18943135	18944811	+	protein_coding
AT3G51000	AT3G51000		Chr3	18945025	18946621	-	protein_coding
AT3G51010	AT3G51010		Chr3	18946641	18948197	-	protein_coding
AT3G51020	AT3G51020		Chr3	18949645	18950221	+	protein_coding
AT3G51030	AT3G51030	TRX1	Chr3	18950918	18952109	-	protein_coding
AT3G51040	AT3G51040	RTH	Chr3	18952073	18953801	-	protein_coding
AT3G51050	AT3G51050		Chr3	18953842	18957963	+	protein_coding
AT3G51060	AT3G51060	STY1	Chr3	18964129	18966405	+	protein_coding
AT3G51075	AT3G51075		Chr3	18968649	18972870	-	antisense_long_noncoding_rna
AT3G51070	AT3G51070		Chr3	18969068	18972554	+	protein_coding
AT3G08175	AT3G08175		Chr3	18972508	18972785	-	long_noncoding_rna
AT3G51080	AT3G51080	GATA6	Chr3	18973126	18974892	+	protein_coding
AT3G51090	AT3G51090		Chr3	18977924	18980053	-	protein_coding
AT3G51100	AT3G51100		Chr3	18980217	18982407	-	protein_coding
AT3G51110	AT3G51110		Chr3	18983626	18985869	+	protein_coding
AT3G51120	AT3G51120		Chr3	18986026	18992074	-	protein_coding
AT3G51130	AT3G51130		Chr3	18994026	18997590	+	protein_coding
AT3G51140	AT3G51140		Chr3	18997600	18999904	+	protein_coding
AT3G51135	AT3G51135		Chr3	18997643	18997715	-	pre_trna
AT3G51150	AT3G51150		Chr3	19000677	19006807	+	protein_coding
AT3G51160	AT3G51160	MUR1	Chr3	19006993	19008724	-	protein_coding
AT3G00870	AT3G00870		Chr3	19010047	19010386	+	novel_transcribed_region
AT3G51171	AT3G51171		Chr3	19010805	19012008	+	protein_coding
AT3G08185	AT3G08185		Chr3	19012642	19013115	-	long_noncoding_rna
AT3G51180	AT3G51180		Chr3	19013389	19016347	+	protein_coding
AT3G51190	AT3G51190		Chr3	19016519	19017547	-	protein_coding
AT3G51200	AT3G51200		Chr3	19018738	19019173	-	protein_coding
AT3G51210	AT3G51210		Chr3	19020886	19021201	+	protein_coding
AT3G51220	AT3G51220		Chr3	19021705	19022647	-	protein_coding
AT3G51230	AT3G51230		Chr3	19023064	19024352	-	protein_coding
AT3G51238	AT3G51238		Chr3	19025110	19026779	-	antisense_long_noncoding_rna
AT3G51240	AT3G51240	F3H	Chr3	19025192	19026872	+	protein_coding
AT3G51250	AT3G51250		Chr3	19028106	19030676	+	protein_coding
AT3G51260	AT3G51260	PAD1	Chr3	19030926	19033134	+	protein_coding
AT3G51265	AT3G51265		Chr3	19033393	19033464	-	pre_trna
AT3G51270	AT3G51270		Chr3	19033542	19037012	+	protein_coding
AT3G51280	AT3G51280		Chr3	19037140	19039048	+	protein_coding
AT3G51290	AT3G51290		Chr3	19039512	19044371	+	protein_coding
AT3G51300	AT3G51300	ROP1	Chr3	19042858	19044393	+	protein_coding
AT3G51310	AT3G51310	VPS35C	Chr3	19044331	19049454	-	protein_coding
AT3G51320	AT3G51320		Chr3	19049543	19051647	-	protein_coding
AT3G51325	AT3G51325		Chr3	19051829	19053259	+	protein_coding
AT3G51330	AT3G51330		Chr3	19053272	19056447	-	protein_coding
AT3G51340	AT3G51340		Chr3	19056766	19060087	-	protein_coding
AT3G51350	AT3G51350		Chr3	19060261	19063538	-	protein_coding
AT3G51360	AT3G51360		Chr3	19064203	19066734	-	protein_coding
AT3G08190	AT3G08190		Chr3	19067508	19067862	-	long_noncoding_rna
AT3G08195	AT3G08195		Chr3	19067624	19068654	-	novel_transcribed_region
AT3G51370	AT3G51370		Chr3	19069127	19072231	+	protein_coding
AT3G51375	AT3G51375	MIR171A	Chr3	19073434	19073556	+	mirna
AT3G51380	AT3G51380	IQD20	Chr3	19074036	19074815	-	protein_coding
AT3G51390	AT3G51390		Chr3	19075544	19078120	+	protein_coding
AT3G51400	AT3G51400		Chr3	19077850	19078955	-	protein_coding
AT3G08200	AT3G08200		Chr3	19080105	19080442	+	long_noncoding_rna
AT3G51410	AT3G51410		Chr3	19080800	19082613	-	protein_coding
AT3G51420	AT3G51420	SSL4	Chr3	19083980	19086300	+	protein_coding
AT3G51430	AT3G51430	YLS2	Chr3	19086344	19088150	+	protein_coding
AT3G51440	AT3G51440		Chr3	19089026	19090662	+	protein_coding
AT3G51450	AT3G51450		Chr3	19090947	19092511	+	protein_coding
AT3G51460	AT3G51460	RHD4	Chr3	19092518	19097437	+	protein_coding
AT3G51470	AT3G51470		Chr3	19097722	19099849	-	protein_coding
AT3G51478	AT3G51478		Chr3	19099450	19100507	+	pseudogene
AT3G51480	AT3G51480	GLR3.6	Chr3	19100676	19104844	+	protein_coding
AT3G51490	AT3G51490	TMT3	Chr3	19104885	19107797	-	protein_coding
AT3G51500	AT3G51500		Chr3	19108080	19108917	+	protein_coding
AT3G51510	AT3G51510		Chr3	19108990	19110372	+	protein_coding
AT3G51520	AT3G51520	DGAT2	Chr3	19110596	19112760	+	protein_coding
AT3G51530	AT3G51530		Chr3	19112694	19114643	-	protein_coding
AT3G51540	AT3G51540		Chr3	19115184	19117461	+	protein_coding
AT3G51550	AT3G51550	FER	Chr3	19117584	19120949	-	protein_coding
AT3G51560	AT3G51560		Chr3	19121687	19125913	-	protein_coding
AT3G51570	AT3G51570		Chr3	19126329	19130705	+	protein_coding
AT3G51580	AT3G51580		Chr3	19130768	19133435	-	protein_coding
AT3G51590	AT3G51590	LTP12	Chr3	19135619	19136675	-	protein_coding
AT3G51600	AT3G51600	LTP5	Chr3	19138338	19139423	-	protein_coding
AT3G51610	AT3G51610	NPU	Chr3	19139478	19142125	-	protein_coding
AT3G51620	AT3G51620		Chr3	19143334	19148244	+	protein_coding
AT3G51630	AT3G51630	WNK5	Chr3	19148871	19152193	+	protein_coding
AT3G00880	AT3G00880		Chr3	19152552	19153403	+	novel_transcribed_region
AT3G51640	AT3G51640		Chr3	19153734	19157394	+	protein_coding
AT3G51642	AT3G51642		Chr3	19157609	19158149	-	protein_coding
AT3G51644	AT3G51644		Chr3	19158153	19158495	-	protein_coding
AT3G51650	AT3G51650		Chr3	19158851	19163222	+	protein_coding
AT3G51660	AT3G51660		Chr3	19163995	19165322	-	protein_coding
AT3G51670	AT3G51670		Chr3	19168672	19171227	+	protein_coding
AT3G51680	AT3G51680	SDR2	Chr3	19173484	19174739	-	protein_coding
AT3G51690	AT3G51690		Chr3	19176328	19178161	-	protein_coding
AT3G51700	AT3G51700		Chr3	19179266	19181189	-	protein_coding
AT3G08205	AT3G08205		Chr3	19181901	19182179	+	long_noncoding_rna
AT3G51710	AT3G51710		Chr3	19182289	19184152	+	protein_coding
AT3G51720	AT3G51720		Chr3	19184926	19186660	+	protein_coding
AT3G51730	AT3G51730		Chr3	19186666	19188733	+	protein_coding
AT3G51740	AT3G51740	IMK2	Chr3	19188844	19192161	+	protein_coding
AT3G00890	AT3G00890		Chr3	19192391	19195342	-	novel_transcribed_region
AT3G51750	AT3G51750		Chr3	19196362	19197356	-	protein_coding
AT3G51760	AT3G51760		Chr3	19197337	19199516	-	protein_coding
AT3G51770	AT3G51770	ETO1	Chr3	19199750	19204464	-	protein_coding
AT3G51780	AT3G51780	BAG4	Chr3	19206768	19208648	-	protein_coding
AT3G51790	AT3G51790	G1	Chr3	19209515	19210849	-	protein_coding
AT3G51800	AT3G51800	ATG2	Chr3	19210914	19213776	-	protein_coding
AT3G08210	AT3G08210		Chr3	19212620	19212698	-	small_nucleolar_rna
AT3G51810	AT3G51810	EM1	Chr3	19214722	19215831	+	protein_coding
AT3G51820	AT3G51820	G4	Chr3	19215930	19219128	-	protein_coding
AT3G51830	AT3G51830	SAC8	Chr3	19220116	19225280	+	protein_coding
AT3G51840	AT3G51840	ACX4	Chr3	19225360	19229341	-	protein_coding
AT3G51850	AT3G51850	CPK13	Chr3	19232358	19235891	+	protein_coding
AT3G51860	AT3G51860	CAX3	Chr3	19239305	19242913	+	protein_coding
AT3G51870	AT3G51870		Chr3	19243902	19246936	+	protein_coding
AT3G51880	AT3G51880	HMGB1	Chr3	19246936	19249200	-	protein_coding
AT3G51890	AT3G51890		Chr3	19249475	19251112	-	protein_coding
AT3G51895	AT3G51895	SULTR3;1	Chr3	19251287	19255922	-	protein_coding
AT3G51910	AT3G51910	HSFA7A	Chr3	19265141	19266806	+	protein_coding
AT3G51920	AT3G51920	CAM9	Chr3	19267951	19269658	-	protein_coding
AT3G51930	AT3G51930		Chr3	19271347	19273064	+	protein_coding
AT3G51940	AT3G51940		Chr3	19273339	19275338	-	protein_coding
AT3G51950	AT3G51950		Chr3	19277594	19281393	-	protein_coding
AT3G51960	AT3G51960	BZIP24	Chr3	19282390	19284210	-	protein_coding
AT3G51970	AT3G51970	ASAT1	Chr3	19284339	19285582	+	protein_coding
AT3G08215	AT3G08215		Chr3	19284693	19284928	-	antisense_long_noncoding_rna
AT3G51980	AT3G51980		Chr3	19285572	19287552	-	protein_coding
AT3G51990	AT3G51990		Chr3	19287757	19289388	+	protein_coding
AT3G52000	AT3G52000	scpl36	Chr3	19293010	19294881	+	protein_coding
AT3G52003	AT3G52003		Chr3	19295209	19295436	+	pseudogene
AT3G52010	AT3G52010	scpl37	Chr3	19296183	19298171	+	protein_coding
AT3G52020	AT3G52020	scpl39	Chr3	19299309	19301148	+	protein_coding
AT3G52030	AT3G52030		Chr3	19301778	19304253	+	protein_coding
AT3G08220	AT3G08220		Chr3	19302626	19302949	-	antisense_long_noncoding_rna
AT3G52040	AT3G52040		Chr3	19304170	19304861	-	protein_coding
AT3G08225	AT3G08225		Chr3	19304381	19304839	+	antisense_long_noncoding_rna
AT3G52050	AT3G52050		Chr3	19304886	19309651	+	protein_coding
AT3G52055	AT3G52055		Chr3	19310059	19310362	-	pseudogene
AT3G52060	AT3G52060		Chr3	19310531	19312281	-	protein_coding
AT3G52072	AT3G52072		Chr3	19312062	19314685	-	antisense_long_noncoding_rna
AT3G52070	AT3G52070		Chr3	19312718	19313466	+	protein_coding
AT3G52075	AT3G52075		Chr3	19313247	19313420	-	protein_coding
AT3G52080	AT3G52080	chx28	Chr3	19314966	19317988	+	protein_coding
AT3G52090	AT3G52090	NRPB11	Chr3	19317737	19319123	-	protein_coding
AT3G52100	AT3G52100		Chr3	19319223	19322985	+	protein_coding
AT3G52105	AT3G52105		Chr3	19323158	19323827	+	protein_coding
AT3G08230	AT3G08230		Chr3	19323345	19323546	-	antisense_long_noncoding_rna
AT3G52110	AT3G52110		Chr3	19323750	19325895	-	protein_coding
AT3G08235	AT3G08235		Chr3	19324711	19324918	+	antisense_long_noncoding_rna
AT3G52115	AT3G52115	GR1	Chr3	19326035	19328379	+	protein_coding
AT3G52120	AT3G52120		Chr3	19328490	19331970	+	protein_coding
AT3G08240	AT3G08240		Chr3	19328779	19329226	-	antisense_long_noncoding_rna
AT3G52130	AT3G52130		Chr3	19332011	19332597	-	protein_coding
AT3G08245	AT3G08245		Chr3	19332093	19332534	+	antisense_long_noncoding_rna
AT3G52140	AT3G52140	NOXY38	Chr3	19332828	19341739	+	protein_coding
AT3G52150	AT3G52150	PSRP2	Chr3	19342014	19343466	+	protein_coding
AT3G52155	AT3G52155		Chr3	19343537	19345517	+	protein_coding
AT3G52160	AT3G52160	KCS15	Chr3	19344972	19346668	-	protein_coding
AT3G52170	AT3G52170		Chr3	19346752	19349555	-	protein_coding
AT3G52180	AT3G52180	SEX4	Chr3	19349600	19353728	-	protein_coding
AT3G52190	AT3G52190	PHF1	Chr3	19353867	19357261	-	protein_coding
AT3G52200	AT3G52200	LTA3	Chr3	19360129	19366417	+	protein_coding
AT3G52210	AT3G52210		Chr3	19366984	19369494	+	protein_coding
AT3G52220	AT3G52220		Chr3	19369362	19371074	-	protein_coding
AT3G52230	AT3G52230		Chr3	19371135	19372687	+	protein_coding
AT3G52240	AT3G52240		Chr3	19372634	19375960	-	protein_coding
AT3G52250	AT3G52250		Chr3	19376138	19383369	+	protein_coding
AT3G52260	AT3G52260		Chr3	19383266	19386553	-	protein_coding
AT3G52270	AT3G52270		Chr3	19386983	19388944	-	protein_coding
AT3G52280	AT3G52280	GTE6	Chr3	19388970	19391424	-	protein_coding
AT3G52285	AT3G52285		Chr3	19392674	19392745	-	pre_trna
AT3G52290	AT3G52290	IQD3	Chr3	19393768	19396411	+	protein_coding
AT3G52300	AT3G52300	ATPQ	Chr3	19396424	19398444	+	protein_coding
AT3G52310	AT3G52310	ABCG27	Chr3	19399188	19402981	+	protein_coding
AT3G52320	AT3G52320		Chr3	19403020	19404192	-	protein_coding
AT3G52330	AT3G52330		Chr3	19404955	19406207	-	protein_coding
AT3G52340	AT3G52340	SPP2	Chr3	19406853	19409457	+	protein_coding
AT3G52345	AT3G52345		Chr3	19409368	19409439	-	pre_trna
AT3G52350	AT3G52350		Chr3	19409606	19410148	-	protein_coding
AT3G52360	AT3G52360		Chr3	19412019	19413058	+	protein_coding
AT3G52370	AT3G52370	FLA15	Chr3	19417372	19419913	+	protein_coding
AT3G52380	AT3G52380	CP33	Chr3	19421397	19423097	+	protein_coding
AT3G52390	AT3G52390		Chr3	19422988	19425257	-	protein_coding
AT3G52400	AT3G52400	SYP122	Chr3	19425632	19427230	-	protein_coding
AT3G52410	AT3G52410		Chr3	19428300	19428920	+	transposable_element_gene
AT3G52420	AT3G52420	OEP7	Chr3	19429686	19430259	+	protein_coding
AT3G52430	AT3G52430	PAD4	Chr3	19431095	19434450	+	protein_coding
AT3G52440	AT3G52440		Chr3	19435122	19436299	+	protein_coding
AT3G52450	AT3G52450	PUB22	Chr3	19440617	19442427	-	protein_coding
AT3G52460	AT3G52460		Chr3	19446637	19448002	+	protein_coding
AT3G52470	AT3G52470		Chr3	19450506	19451982	+	protein_coding
AT3G52480	AT3G52480		Chr3	19451951	19453212	-	protein_coding
AT3G08250	AT3G08250		Chr3	19454566	19454820	-	long_noncoding_rna
AT3G52490	AT3G52490		Chr3	19455505	19459203	-	protein_coding
AT3G08255	AT3G08255		Chr3	19459904	19460335	-	long_noncoding_rna
AT3G08260	AT3G08260		Chr3	19462630	19462833	+	long_noncoding_rna
AT3G52500	AT3G52500		Chr3	19465264	19467455	-	protein_coding
AT3G52510	AT3G52510		Chr3	19469551	19470813	-	protein_coding
AT3G52520	AT3G52520		Chr3	19473339	19474606	+	protein_coding
AT3G52525	AT3G52525	OFP6	Chr3	19474945	19476181	+	protein_coding
AT3G52527	AT3G52527		Chr3	19478103	19478451	-	transposable_element_gene
AT3G08265	AT3G08265		Chr3	19478924	19479367	+	long_noncoding_rna
AT3G08270	AT3G08270		Chr3	19479131	19479367	-	long_noncoding_rna
AT3G52526	AT3G52526		Chr3	19484338	19487228	+	protein_coding
AT3G52530	AT3G52530		Chr3	19484567	19486130	-	protein_coding
AT3G52535	AT3G52535		Chr3	19487129	19488551	+	antisense_long_noncoding_rna
AT3G52540	AT3G52540	OFP18	Chr3	19488546	19489893	-	protein_coding
AT3G52550	AT3G52550		Chr3	19492099	19492987	-	protein_coding
AT3G52560	AT3G52560	UEV1D-4	Chr3	19494369	19496147	-	protein_coding
AT3G52561	AT3G52561		Chr3	19497034	19497650	-	protein_coding
AT3G52565	AT3G52565		Chr3	19500988	19501067	+	pre_trna
AT3G52570	AT3G52570		Chr3	19501130	19503027	+	protein_coding
AT3G52580	AT3G52580		Chr3	19503153	19504973	+	protein_coding
AT3G52590	AT3G52590	UBQ1	Chr3	19505379	19506932	+	protein_coding
AT3G08275	AT3G08275		Chr3	19506330	19506371	+	small_nucleolar_rna
AT3G52600	AT3G52600	CWINV2	Chr3	19506891	19509412	-	protein_coding
AT3G52605	AT3G52605		Chr3	19510338	19511335	-	antisense_long_noncoding_rna
AT3G52610	AT3G52610		Chr3	19510446	19512714	+	protein_coding
AT3G52620	AT3G52620		Chr3	19513044	19513822	+	protein_coding
AT3G52630	AT3G52630		Chr3	19513937	19514868	+	protein_coding
AT3G52640	AT3G52640		Chr3	19514837	19520596	-	protein_coding
AT3G52660	AT3G52660		Chr3	19521654	19525009	+	protein_coding
AT3G52670	AT3G52670		Chr3	19525095	19526803	+	pseudogene
AT3G52680	AT3G52680		Chr3	19526968	19529062	+	protein_coding
AT3G52690	AT3G52690		Chr3	19530736	19531811	+	protein_coding
AT3G52700	AT3G52700		Chr3	19532195	19538403	-	protein_coding
AT3G52705	AT3G52705		Chr3	19533920	19534238	-	transposable_element_gene
AT3G52710	AT3G52710		Chr3	19534585	19536018	+	protein_coding
AT3G52720	AT3G52720	ACA1	Chr3	19538540	19542286	-	protein_coding
AT3G08280	AT3G08280		Chr3	19541984	19542298	+	long_noncoding_rna
AT3G52730	AT3G52730		Chr3	19542819	19544365	-	protein_coding
AT3G08285	MIR5633		Chr3	19544751	19545106	+	mirna
AT3G08290	AT3G08290		Chr3	19545783	19545988	+	long_noncoding_rna
AT3G52740	AT3G52740		Chr3	19546227	19547171	-	protein_coding
AT3G52742	AT3G52742		Chr3	19547358	19549011	-	other_rna
AT3G52748	AT3G52748		Chr3	19548972	19549589	+	other_rna
AT3G52750	AT3G52750	FTSZ2-2	Chr3	19549604	19553136	-	protein_coding
AT3G52760	AT3G52760		Chr3	19553679	19554858	-	protein_coding
AT3G52765	AT3G52765		Chr3	19555036	19555107	+	pre_trna
AT3G52770	AT3G52770	ZPR3	Chr3	19557516	19559323	-	protein_coding
AT3G08295	AT3G08295		Chr3	19560852	19561098	+	long_noncoding_rna
AT3G52780	AT3G52780	PAP20	Chr3	19561260	19564350	-	protein_coding
AT3G52790	AT3G52790		Chr3	19565790	19566492	-	protein_coding
AT3G52800	AT3G52800		Chr3	19569256	19570710	+	protein_coding
AT3G52810	AT3G52810	PAP21	Chr3	19570961	19573733	-	protein_coding
AT3G52820	AT3G52820	PAP22	Chr3	19573916	19577141	-	protein_coding
AT3G52830	AT3G52830		Chr3	19578005	19578265	+	protein_coding
AT3G52840	AT3G52840	BGAL2	Chr3	19581049	19586354	+	protein_coding
AT3G52850	AT3G52850	VSR1	Chr3	19587756	19591947	+	protein_coding
AT3G52860	AT3G52860		Chr3	19591848	19592768	-	protein_coding
AT3G08300	AT3G08300		Chr3	19592309	19592544	+	antisense_long_noncoding_rna
AT3G52870	AT3G52870		Chr3	19593073	19595834	-	protein_coding
AT3G52880	AT3G52880	MDAR1	Chr3	19601167	19604597	-	protein_coding
AT3G52890	AT3G52890	KIPK	Chr3	19607897	19612217	+	protein_coding
AT3G52900	AT3G52900		Chr3	19613078	19614027	+	protein_coding
AT3G52905	AT3G52905		Chr3	19614007	19615754	-	protein_coding
AT3G52910	AT3G52910	GRF4	Chr3	19615977	19618507	-	protein_coding
AT3G52920	AT3G52920		Chr3	19624278	19626347	+	protein_coding
AT3G52930	AT3G52930	FBA8	Chr3	19626748	19629204	-	protein_coding
AT3G52940	AT3G52940	FK	Chr3	19630077	19633328	-	protein_coding
AT3G52941	AT3G52941		Chr3	19633330	19633473	-	protein_coding
AT3G52950	AT3G52950		Chr3	19634331	19636845	+	protein_coding
AT3G52955	AT3G52955		Chr3	19637128	19637210	+	pre_trna
AT3G52957	AT3G52957		Chr3	19638399	19639278	-	pseudogene
AT3G52960	AT3G52960		Chr3	19639549	19640710	+	protein_coding
AT3G52970	AT3G52970	CYP76G1	Chr3	19641278	19643282	-	protein_coding
AT3G08310	AT3G08310		Chr3	19644660	19644923	-	long_noncoding_rna
AT3G52980	AT3G52980		Chr3	19645660	19646962	+	protein_coding
AT3G52990	AT3G52990		Chr3	19648711	19652515	+	protein_coding
AT3G53000	AT3G53000	PP2-A15	Chr3	19653910	19656135	+	protein_coding
AT3G53010	AT3G53010		Chr3	19656488	19658124	-	protein_coding
AT3G53015	AT3G53015	MIR771A	Chr3	19659301	19659413	-	mirna
AT3G53016	AT3G53016	MIR851A	Chr3	19659532	19659715	-	mirna
AT3G53020	AT3G53020	STV1	Chr3	19660488	19662025	-	protein_coding
AT3G53030	AT3G53030	SRPK4	Chr3	19662195	19664553	+	protein_coding
AT3G53040	AT3G53040		Chr3	19664629	19666497	-	protein_coding
AT3G53050	AT3G53050		Chr3	19669084	19669774	+	protein_coding
AT3G53060	AT3G53060	SK6	Chr3	19670166	19670423	+	protein_coding
AT3G08315	AT3G08315		Chr3	19671029	19671662	+	long_noncoding_rna
AT3G53065	AT3G53065		Chr3	19672726	19673567	+	protein_coding
AT3G53070	AT3G53070		Chr3	19674533	19674942	+	protein_coding
AT3G08325	AT3G08325		Chr3	19675069	19675306	-	long_noncoding_rna
AT3G53075	AT3G53075		Chr3	19676310	19677291	+	protein_coding
AT3G53080	AT3G53080		Chr3	19677938	19678790	+	protein_coding
AT3G53090	AT3G53090	UPL7	Chr3	19679177	19685360	+	protein_coding
AT3G53100	AT3G53100		Chr3	19684686	19686984	-	protein_coding
AT3G53110	AT3G53110	LOS4	Chr3	19687740	19690661	+	protein_coding
AT3G53120	AT3G53120	VPS37-1	Chr3	19690571	19692578	-	protein_coding
AT3G53130	AT3G53130	LUT1	Chr3	19692757	19697542	+	protein_coding
AT3G53140	AT3G53140		Chr3	19695643	19697542	+	protein_coding
AT3G53150	AT3G53150	UGT73D1	Chr3	19697607	19699392	-	protein_coding
AT3G08330	AT3G08330		Chr3	19699743	19699947	+	long_noncoding_rna
AT3G53160	AT3G53160	UGT73C7	Chr3	19702332	19703976	-	protein_coding
AT3G53170	AT3G53170		Chr3	19704106	19706536	-	protein_coding
AT3G53180	AT3G53180	NodGS	Chr3	19706820	19711460	+	protein_coding
AT3G53190	AT3G53190		Chr3	19713799	19717740	+	protein_coding
AT3G53200	AT3G53200	MYB27	Chr3	19718253	19719507	-	protein_coding
AT3G53210	AT3G53210	UMAMIT6	Chr3	19720077	19721903	+	protein_coding
AT3G53220	AT3G53220		Chr3	19721937	19722846	+	protein_coding
AT3G53230	AT3G53230	AtCDC48B	Chr3	19723350	19727128	+	protein_coding
AT3G53232	AT3G53232	RTFL1	Chr3	19730774	19731519	-	protein_coding
AT3G53240	AT3G53240	RLP45	Chr3	19733766	19739232	+	protein_coding
AT3G53235	AT3G53235		Chr3	19733838	19734695	-	protein_coding
AT3G53250	AT3G53250		Chr3	19742687	19743583	+	protein_coding
AT3G53260	AT3G53260	PAL2	Chr3	19744018	19747114	-	protein_coding
AT3G53270	AT3G53270		Chr3	19750047	19753280	-	protein_coding
AT3G53280	AT3G53280	CYP71B5	Chr3	19755689	19757613	+	protein_coding
AT3G53290	AT3G53290	CYP71B30P	Chr3	19758157	19759603	+	protein_coding
AT3G53294	AT3G53294		Chr3	19759983	19760108	-	protein_coding
AT3G08335	AT3G08335		Chr3	19760254	19760465	-	long_noncoding_rna
AT3G53300	AT3G53300	CYP71B31	Chr3	19760475	19762357	+	protein_coding
AT3G53305	AT3G53305	CYP71B32	Chr3	19763618	19765268	+	protein_coding
AT3G53310	AT3G53310		Chr3	19766655	19768786	-	protein_coding
AT3G53320	AT3G53320		Chr3	19769150	19772453	-	protein_coding
AT3G53330	AT3G53330		Chr3	19772930	19773938	+	protein_coding
AT3G53340	AT3G53340	NF-YB10	Chr3	19774318	19776289	-	protein_coding
AT3G53342	AT3G53342		Chr3	19777087	19777353	+	protein_coding
AT3G53350	AT3G53350	RIP3	Chr3	19779978	19782750	-	protein_coding
